row,path,generator,is_real,split,label,content,content_label_source,annotator,review_status
9314,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\315_midjourney_149.jpg,midjourney,0,val,1,,,,unreviewed
9315,C:\datasets\genimage_norm_crop\real_extra\places365\food_09872.jpg,real_extra,1,val,0,,,,unreviewed
9316,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02268443_14370.jpg,real,1,val,0,,,,unreviewed
9317,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\914_adm_189.jpg,adm,0,val,1,,,,unreviewed
9318,C:\datasets\genimage_norm_crop\real_extra\places365\food_08845.jpg,real_extra,1,val,0,,,,unreviewed
9319,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\300_sdv5_00089.jpg,sdv5,0,val,1,,,,unreviewed
9320,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04560804_154.jpg,real,1,val,0,,,,unreviewed
9321,C:\datasets\genimage_norm_crop\real_extra\flickr30k\flickr_00225.jpg,real_extra,1,val,0,,,,unreviewed
9322,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04517823_25947.jpg,real,1,val,0,,,,unreviewed
9323,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\591_adm_17.jpg,adm,0,val,1,,,,unreviewed
9324,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\267_midjourney_139.jpg,midjourney,0,val,1,,,,unreviewed
9325,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\699_sdv5_00093.jpg,sdv5,0,val,1,,,,unreviewed
9326,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02165105_3147.jpg,real,1,val,0,,,,unreviewed
9327,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\199_midjourney_69.jpg,midjourney,0,val,1,,,,unreviewed
9328,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02655020_22015.jpg,real,1,val,0,,,,unreviewed
9329,C:\datasets\genimage_norm_crop\real_extra\places365\food_07056.jpg,real_extra,1,val,0,,,,unreviewed
9330,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04311004_14868.jpg,real,1,val,0,,,,unreviewed
9331,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\201_midjourney_32.jpg,midjourney,0,val,1,,,,unreviewed
9332,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02892201_2050.jpg,real,1,val,0,,,,unreviewed
9333,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_002914.jpg,real,1,val,0,,,,unreviewed
9334,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\550_sdv5_00101.jpg,sdv5,0,val,1,,,,unreviewed
9335,C:\datasets\genimage_norm_crop\unseen_generators\gan\gan_01236.jpg,stylegan,0,val,1,,,,unreviewed
9336,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01687978_3521.jpg,real,1,val,0,,,,unreviewed
9337,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_000327.jpg,real,1,val,0,,,,unreviewed
9338,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03447721_40330.jpg,real,1,val,0,,,,unreviewed
9339,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03769881_12312.jpg,real,1,val,0,,,,unreviewed
9340,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n01944390_13171.jpg,real,1,val,0,,,,unreviewed
9341,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_001845.jpg,real,1,val,0,,,,unreviewed
9342,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02100735_2541.jpg,real,1,val,0,,,,unreviewed
9343,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03065424_47428.jpg,real,1,val,0,,,,unreviewed
9344,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02486410_13138.jpg,real,1,val,0,,,,unreviewed
9345,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03590841_5446.jpg,real,1,val,0,,,,unreviewed
9346,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_001735.jpg,real,1,val,0,,,,unreviewed
9347,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_00426.jpg,dcgan,0,val,1,,,,unreviewed
9348,C:\datasets\genimage_norm_crop\WildFake\AI\ddpm\ddpm_001477.jpg,wildfake,0,val,1,,,,unreviewed
9349,C:\datasets\genimage_norm_crop\WildFake\AI\adm\adm_002881.jpg,wildfake,0,val,1,,,,unreviewed
9350,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\292_midjourney_36.jpg,midjourney,0,val,1,,,,unreviewed
9351,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_002932.jpg,real,1,val,0,,,,unreviewed
9352,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02992211_34043.jpg,real,1,val,0,,,,unreviewed
9353,C:\datasets\genimage_norm_crop\unseen_generators\gan\gan_06628.jpg,stylegan,0,val,1,,,,unreviewed
9354,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_08_827_glide_00170.jpg,glide,0,val,1,,,,unreviewed
9355,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n02219486_25750.jpg,real,1,val,0,,,,unreviewed
9356,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_00_077_glide_00040.jpg,glide,0,val,1,,,,unreviewed
9357,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\242_midjourney_174.jpg,midjourney,0,val,1,,,,unreviewed
9358,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\210_sdv5_00179.jpg,sdv5,0,val,1,,,,unreviewed
9359,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\854_sdv4_00016.jpg,sdv4,0,val,1,,,,unreviewed
9360,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_02360.jpg,dcgan,0,val,1,,,,unreviewed
9361,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\716_sdv5_00084.jpg,sdv5,0,val,1,,,,unreviewed
9362,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\229_midjourney_83.jpg,midjourney,0,val,1,,,,unreviewed
9363,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02138441_5822.jpg,real,1,val,0,,,,unreviewed
9364,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\910_sdv4_00171.jpg,sdv4,0,val,1,,,,unreviewed
9365,C:\datasets\genimage_norm_crop\WildFake\AI\adm\adm_002713.jpg,wildfake,0,val,1,,,,unreviewed
9366,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_00320.jpg,dcgan,0,val,1,,,,unreviewed
9367,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_001914.jpg,real,1,val,0,,,,unreviewed
9368,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_004332.jpg,real,1,val,0,,,,unreviewed
9369,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\883_adm_105.jpg,adm,0,val,1,,,,unreviewed
9370,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03710193_1239.jpg,real,1,val,0,,,,unreviewed
9371,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_001625.jpg,real,1,val,0,,,,unreviewed
9372,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04325704_12428.jpg,real,1,val,0,,,,unreviewed
9373,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03820.jpg,dcgan,0,val,1,,,,unreviewed
9374,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02107574_409.jpg,real,1,val,0,,,,unreviewed
9375,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03782006_10169.jpg,real,1,val,0,,,,unreviewed
9376,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\615_sdv5_00079.jpg,sdv5,0,val,1,,,,unreviewed
9377,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\440_adm_106.jpg,adm,0,val,1,,,,unreviewed
9378,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02966193_31460.jpg,real,1,val,0,,,,unreviewed
9379,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02870880_487.jpg,real,1,val,0,,,,unreviewed
9380,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_01_176_glide_00001.jpg,glide,0,val,1,,,,unreviewed
9381,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03495258_2774.jpg,real,1,val,0,,,,unreviewed
9382,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04461696_15470.jpg,real,1,val,0,,,,unreviewed
9383,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03617480_8073.jpg,real,1,val,0,,,,unreviewed
9384,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03476684_7163.jpg,real,1,val,0,,,,unreviewed
9385,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\701_adm_43.jpg,adm,0,val,1,,,,unreviewed
9386,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03891251_370.jpg,real,1,val,0,,,,unreviewed
9387,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n01537544_3528.jpg,real,1,val,0,,,,unreviewed
9388,C:\datasets\genimage_norm_crop\real_extra\places365\food_07613.jpg,real_extra,1,val,0,,,,unreviewed
9389,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\890_adm_99.jpg,adm,0,val,1,,,,unreviewed
9390,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02483362_511.jpg,real,1,val,0,,,,unreviewed
9391,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_003315.jpg,real,1,val,0,,,,unreviewed
9392,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02092002_3978.jpg,real,1,val,0,,,,unreviewed
9393,C:\datasets\genimage_norm_crop\unseen_generators\gan\gan_06813.jpg,stylegan,0,val,1,,,,unreviewed
9394,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02444819_8658.jpg,real,1,val,0,,,,unreviewed
9395,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n01537544_2754.jpg,real,1,val,0,,,,unreviewed
9396,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n01695060_34656.jpg,real,1,val,0,,,,unreviewed
9397,C:\datasets\genimage_norm_crop\real_extra\places365\food_07316.jpg,real_extra,1,val,0,,,,unreviewed
9398,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\127_sdv5_00040.jpg,sdv5,0,val,1,,,,unreviewed
9399,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\245_sdv4_00105.jpg,sdv4,0,val,1,,,,unreviewed
9400,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03379051_5823.jpg,real,1,val,0,,,,unreviewed
9401,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_001714.jpg,real,1,val,0,,,,unreviewed
9402,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\412_sdv4_00134.jpg,sdv4,0,val,1,,,,unreviewed
9403,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n01734418_689.jpg,real,1,val,0,,,,unreviewed
9404,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\050_sdv4_00087.jpg,sdv4,0,val,1,,,,unreviewed
9405,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_003347.jpg,real,1,val,0,,,,unreviewed
9406,C:\datasets\genimage_norm_crop\WildFake\AI\ddpm\ddpm_001492.jpg,wildfake,0,val,1,,,,unreviewed
9407,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_004018.jpg,real,1,val,0,,,,unreviewed
9408,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02106662_684.jpg,real,1,val,0,,,,unreviewed
9409,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n03697007_28462.jpg,real,1,val,0,,,,unreviewed
9410,C:\datasets\genimage_norm_crop\WildFake\NATURE\celebahq\celebahq_000168.jpg,real,1,val,0,,,,unreviewed
9411,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\479_sdv4_00057.jpg,sdv4,0,val,1,,,,unreviewed
9412,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_06_608_glide_00124.jpg,glide,0,val,1,,,,unreviewed
9413,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\330_sdv5_00070.jpg,sdv5,0,val,1,,,,unreviewed
9414,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03131574_58378.jpg,real,1,val,0,,,,unreviewed
9415,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\581_adm_14.jpg,adm,0,val,1,,,,unreviewed
9416,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02317335_23340.jpg,real,1,val,0,,,,unreviewed
9417,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_08_897_glide_00184.jpg,glide,0,val,1,,,,unreviewed
9418,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n04136333_14061.jpg,real,1,val,0,,,,unreviewed
9419,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02317335_20302.jpg,real,1,val,0,,,,unreviewed
9420,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\324_sdv4_00000.jpg,sdv4,0,val,1,,,,unreviewed
9421,C:\datasets\genimage_norm_crop\real_extra\places365\cars_04806.jpg,real_extra,1,val,0,,,,unreviewed
9422,C:\datasets\genimage_norm_crop\real_extra\places365\food_07035.jpg,real_extra,1,val,0,,,,unreviewed
9423,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n03016953_5254.jpg,real,1,val,0,,,,unreviewed
9424,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02992529_12791.jpg,real,1,val,0,,,,unreviewed
9425,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_002185.jpg,real,1,val,0,,,,unreviewed
9426,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\104_sdv5_00106.jpg,sdv5,0,val,1,,,,unreviewed
9427,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_07_766_glide_00137.jpg,glide,0,val,1,,,,unreviewed
9428,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_000006.jpg,real,1,val,0,,,,unreviewed
9429,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03662601_8171.jpg,real,1,val,0,,,,unreviewed
9430,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\652_sdv5_00057.jpg,sdv5,0,val,1,,,,unreviewed
9431,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_004221.jpg,real,1,val,0,,,,unreviewed
9432,C:\datasets\genimage_norm_crop\real_extra\places365\cars_00832.jpg,real_extra,1,val,0,,,,unreviewed
9433,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04409515_19000.jpg,real,1,val,0,,,,unreviewed
9434,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n04111531_9266.jpg,real,1,val,0,,,,unreviewed
9435,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02667093_1286.jpg,real,1,val,0,,,,unreviewed
9436,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02113712_8157.jpg,real,1,val,0,,,,unreviewed
9437,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02509815_9180.jpg,real,1,val,0,,,,unreviewed
9438,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\935_sdv4_00070.jpg,sdv4,0,val,1,,,,unreviewed
9439,C:\datasets\genimage_norm_crop\real_extra\places365\food_02372.jpg,real_extra,1,val,0,,,,unreviewed
9440,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\757_adm_89.jpg,adm,0,val,1,,,,unreviewed
9441,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_01713.jpg,dcgan,0,val,1,,,,unreviewed
9442,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03935335_6626.jpg,real,1,val,0,,,,unreviewed
9443,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02655020_12800.jpg,real,1,val,0,,,,unreviewed
9444,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\15_midjourney_59.jpg,midjourney,0,val,1,,,,unreviewed
9445,C:\datasets\genimage_norm_crop\real_extra\places365\cars_02402.jpg,real_extra,1,val,0,,,,unreviewed
9446,C:\datasets\genimage_norm_crop\WildFake\AI\adm\adm_004261.jpg,wildfake,0,val,1,,,,unreviewed
9447,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03014705_10054.jpg,real,1,val,0,,,,unreviewed
9448,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02190166_6041.jpg,real,1,val,0,,,,unreviewed
9449,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02114548_405.jpg,real,1,val,0,,,,unreviewed
9450,C:\datasets\genimage_norm_crop\unseen_generators\gan\gan_00422.jpg,stylegan,0,val,1,,,,unreviewed
9451,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02346627_23121.jpg,real,1,val,0,,,,unreviewed
9452,C:\datasets\genimage_norm_crop\WildFake\AI\adm\adm_000629.jpg,wildfake,0,val,1,,,,unreviewed
9453,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\236_midjourney_27.jpg,midjourney,0,val,1,,,,unreviewed
9454,C:\datasets\genimage_norm_crop\real_extra\places365\food_04698.jpg,real_extra,1,val,0,,,,unreviewed
9455,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\522_adm_102.jpg,adm,0,val,1,,,,unreviewed
9456,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01945685_11938.jpg,real,1,val,0,,,,unreviewed
9457,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_001520.jpg,real,1,val,0,,,,unreviewed
9458,C:\datasets\genimage_norm_crop\real_extra\places365\cars_01125.jpg,real_extra,1,val,0,,,,unreviewed
9459,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_004436.jpg,real,1,val,0,,,,unreviewed
9460,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_001564.jpg,real,1,val,0,,,,unreviewed
9461,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\916_sdv4_00083.jpg,sdv4,0,val,1,,,,unreviewed
9462,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_000654.jpg,real,1,val,0,,,,unreviewed
9463,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\17_adm_19.jpg,adm,0,val,1,,,,unreviewed
9464,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\694_sdv5_00115.jpg,sdv5,0,val,1,,,,unreviewed
9465,C:\datasets\genimage_norm_crop\real_extra\flickr30k\flickr_01654.jpg,real_extra,1,val,0,,,,unreviewed
9466,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\391_adm_149.jpg,adm,0,val,1,,,,unreviewed
9467,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02328150_6243.jpg,real,1,val,0,,,,unreviewed
9468,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\208_sdv5_00002.jpg,sdv5,0,val,1,,,,unreviewed
9469,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_02_209_glide_00018.jpg,glide,0,val,1,,,,unreviewed
9470,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02504013_2545.jpg,real,1,val,0,,,,unreviewed
9471,C:\datasets\genimage_norm_crop\WildFake\AI\adm\adm_002203.jpg,wildfake,0,val,1,,,,unreviewed
9472,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\643_adm_162.jpg,adm,0,val,1,,,,unreviewed
9473,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03814639_7059.jpg,real,1,val,0,,,,unreviewed
9474,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_01_187_glide_00122.jpg,glide,0,val,1,,,,unreviewed
9475,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02100583_17755.jpg,real,1,val,0,,,,unreviewed
9476,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_003256.jpg,real,1,val,0,,,,unreviewed
9477,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\855_sdv5_00039.jpg,sdv5,0,val,1,,,,unreviewed
9478,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n07717556_1458.jpg,real,1,val,0,,,,unreviewed
9479,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\20_midjourney_95.jpg,midjourney,0,val,1,,,,unreviewed
9480,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02114712_22317.jpg,real,1,val,0,,,,unreviewed
9481,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03788195_11610.jpg,real,1,val,0,,,,unreviewed
9482,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02114712_7088.jpg,real,1,val,0,,,,unreviewed
9483,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_001132.jpg,real,1,val,0,,,,unreviewed
9484,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\821_sdv5_00129.jpg,sdv5,0,val,1,,,,unreviewed
9485,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03791.jpg,dcgan,0,val,1,,,,unreviewed
9486,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n04228054_13620.jpg,real,1,val,0,,,,unreviewed
9487,C:\datasets\genimage_norm_crop\real_extra\places365\cars_00679.jpg,real_extra,1,val,0,,,,unreviewed
9488,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03538406_7711.jpg,real,1,val,0,,,,unreviewed
9489,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_000887.jpg,real,1,val,0,,,,unreviewed
9490,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02669723_1541.jpg,real,1,val,0,,,,unreviewed
9491,C:\datasets\genimage_norm_crop\real_extra\places365\food_01006.jpg,real_extra,1,val,0,,,,unreviewed
9492,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_004912.jpg,real,1,val,0,,,,unreviewed
9493,C:\datasets\genimage_norm_crop\unseen_generators\gan\gan_03796.jpg,stylegan,0,val,1,,,,unreviewed
9494,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\AI\550_sdv5_00082.jpg,sdv5,0,val,1,,,,unreviewed
9495,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\147_midjourney_26.jpg,midjourney,0,val,1,,,,unreviewed
9496,C:\datasets\genimage_norm_crop\glide\imagenet_glide\AI\GLIDE_1000_200_07_751_glide_00180.jpg,glide,0,val,1,,,,unreviewed
9497,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02107312_6680.jpg,real,1,val,0,,,,unreviewed
9498,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_002434.jpg,real,1,val,0,,,,unreviewed
9499,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03857828_38997.jpg,real,1,val,0,,,,unreviewed
9500,C:\datasets\genimage_norm_crop\real_extra\places365\cars_01310.jpg,real_extra,1,val,0,,,,unreviewed
9501,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\17_adm_15.jpg,adm,0,val,1,,,,unreviewed
9502,C:\datasets\genimage_norm_crop\real_extra\places365\food_05058.jpg,real_extra,1,val,0,,,,unreviewed
9503,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n03134739_2114.jpg,real,1,val,0,,,,unreviewed
9504,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_004705.jpg,real,1,val,0,,,,unreviewed
9505,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04493381_1325.jpg,real,1,val,0,,,,unreviewed
9506,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03980874_5232.jpg,real,1,val,0,,,,unreviewed
9507,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\AI\828_sdv4_00141.jpg,sdv4,0,val,1,,,,unreviewed
9508,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n02510455_6569.jpg,real,1,val,0,,,,unreviewed
9509,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\AI\15_adm_130.jpg,adm,0,val,1,,,,unreviewed
9510,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_001323.jpg,real,1,val,0,,,,unreviewed
9511,C:\datasets\genimage_norm_crop\Midjourney\imagenet_midjourney\AI\213_midjourney_101.jpg,midjourney,0,val,1,,,,unreviewed
9512,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n01843383_7380.jpg,real,1,val,0,,,,unreviewed
9513,C:\datasets\genimage_norm_crop\real_extra\places365\food_02999.jpg,real_extra,1,val,0,,,,unreviewed
